did	duration_shape	duration_rate	gap_shape	gap_scale
did:plc:2es575o6gsnfa5r4gfmg6rta	0.71328999398777	0.00245179973619678	0.646224857521675	9444.88737542665
did:plc:2eth76g45m2mtnxsenmak6lm	0.694616443112215	0.00591215286089389	0.710581079232545	5596.76419125374
did:plc:2etj4b7zr2i3rrs45bnadocg	0.693725390359825	0.00430265573231148	0.571311478499837	3642.37589054253
did:plc:2evndudm3wdpkvbiannbi6iq	1.63029288016305	0.00454680497107473	0.411364765974669	4851.57674002655
did:plc:2exh5us4sge5ufnwqzhyoik4	0.711601316050897	0.00478919356142142	0.635953392422427	4186.39471246604
did:plc:2f2orbjhv4qo3rlnsg6atbi2	0.660442340900658	0.00477569253934494	0.680572662156437	5171.19485927005
did:plc:2f3nzlozgfmowit2prvnzph6	0.566550180469752	0.00455142236786486	0.571228544983474	6531.56636105151
did:plc:2f6sjnjkifa6of7gdwsbzz4h	0.48523316864285	0.00340909999656615	0.760374988114875	4935.97194139312
did:plc:2fag34jx7uruksqewedxkihd	0.6417283156072	0.00614545456548821	0.655894237967317	7885.13076746002
did:plc:2fc3cjdruioivf5dmhukfqj3	0.611898934585076	0.00260205030624852	0.550671037268844	3858.17413060885
did:plc:2fceuul2vxk7cubco7omtews	1.65373852728966	0.00628453956839067	0.56307259850924	9437.46343559708
did:plc:2fdcuxawqb6cysqh6d7smdn3	0.74077975717721	0.00220358293912638	0.583081683467451	3847.21888614654
did:plc:2fdxjmamctoqonrfgwuebvrz	0.75158032348298	0.00356782092838258	0.553419405880339	2293.04867148577
did:plc:2feno4l3vbx7ocuhwg52zklx	0.59539515130942	0.00200345635584225	0.580544923197365	9551.02582475586
did:plc:2ff543gpjcs565cqlxpd3hlc	0.721826558872341	0.00241874865744102	0.637111138386915	11384.1283539748
did:plc:2fj67jyvd4po7r734phdnfd6	0.557059156063628	0.00271783412916803	0.594440049804264	4537.63178978548
did:plc:2fkrd4uiorayj6ytd4p27q4u	1.23956776255091	0.00282536400224946	0.581803915030633	3765.67886341075
did:plc:2fsdfknu47maobizanmb5pwj	0.605598028058476	0.00273148787933742	0.753466541776811	8681.32083604692
did:plc:2fvewkwbd5iu35vwsgsf2tr3	0.514270480665974	0.00292568957642457	0.686976852628689	5698.21833214547
did:plc:2fxbmk3bg3tjmb46fjahz5zy	0.729594473891466	0.00264401895279837	0.577929402059826	5259.25195267104
did:plc:2fxdvnu7cv2b7inoek4d5rui	0.755044992581126	0.0072015510650911	0.923918058559563	12271.6449154996
did:plc:2fxo355i6jww3eb5edxpcixo	0.763715753897663	0.00231498268048537	0.627982821307493	7275.49841491997
